trial_number,value,state,best_iter,duration_minutes,num_leaves,learning_rate,min_data_in_leaf,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
0,981600000.0,COMPLETE,,,629,0.06134926368165599,1019,0.4343610450282319,1.0,10000,50
1,981600000.0,COMPLETE,,,221,0.09371790753310842,1845,0.47600846656813306,1.0,10000,50
2,979200000.0,COMPLETE,,,968,0.024970084870035703,164,0.11521474346307432,1.0,10000,50
3,981600000.0,COMPLETE,,,235,0.03117003678091856,1692,0.6455472202376744,1.0,10000,50
4,979680000.0,COMPLETE,,,613,0.05912939614420821,1991,0.022281997182944976,1.0,10000,50
5,981600000.0,COMPLETE,,,146,0.06626474110590264,1852,0.670212652664766,1.0,10000,50
6,981600000.0,COMPLETE,,,548,0.003806330964894362,709,0.5215634851106558,1.0,10000,50
7,980160000.0,COMPLETE,,,1210,0.06838163930858475,831,0.03734802799763813,1.0,10000,50
8,981600000.0,COMPLETE,,,787,0.07694472496125059,1964,0.9013318593324571,1.0,10000,50
9,981120000.0,COMPLETE,,,1159,0.06207587937891489,1738,0.23953274308450434,1.0,10000,50
10,981600000.0,COMPLETE,,,811,0.011034260364081287,1213,0.9002440753551666,1.0,10000,50
11,980960000.0,COMPLETE,,,1122,0.01192416100720407,872,0.2720632629183646,1.0,10000,50
12,981600000.0,COMPLETE,,,621,0.0505414349453461,467,0.6212020234890571,1.0,10000,50
13,980800000.0,COMPLETE,,,946,0.03200597789362059,525,0.2177470046480837,1.0,10000,50
14,981600000.0,COMPLETE,,,514,0.057849713708761547,1371,0.34425452132028733,1.0,10000,50
15,981600000.0,COMPLETE,,,204,0.055346553210714244,1807,0.5615806975621573,1.0,10000,50
16,981600000.0,COMPLETE,,,499,0.046576256098965554,1821,0.44218861001864496,1.0,10000,50
17,980000000.0,COMPLETE,,,472,0.017457683347975334,376,0.12469022225366967,1.0,10000,50
18,981600000.0,COMPLETE,,,928,0.06568706879410394,963,0.9928974320563767,1.0,10000,50
19,979840000.0,COMPLETE,,,729,0.05919037423742011,1821,0.013455375602877974,1.0,10000,50
20,981600000.0,COMPLETE,,,706,0.038583916800123824,693,0.5814746807012116,1.0,10000,50
21,981600000.0,COMPLETE,,,254,0.09119645522576059,337,0.37123776756049803,1.0,10000,50
22,976960000.0,COMPLETE,,,1014,0.06556831700433538,1224,0.011805957247371154,1.0,10000,50
23,981600000.0,COMPLETE,,,826,0.05340900813276049,735,0.9258651769094174,1.0,10000,50
24,981280000.0,COMPLETE,,,1054,0.010625453277598043,530,0.7470584177299975,1.0,10000,50
25,981440000.0,COMPLETE,,,945,0.014081009349065992,554,0.5472069637511522,1.0,10000,50
26,981600000.0,COMPLETE,,,1309,0.0571756876436901,345,0.6320450845621695,1.0,10000,50
27,981600000.0,COMPLETE,,,304,0.0224708888156915,984,0.6829055350616314,1.0,10000,50
28,981600000.0,COMPLETE,,,754,0.08147295040622926,1571,0.5134586957171948,1.0,10000,50
29,981600000.0,COMPLETE,,,1380,0.09554530252194622,1450,0.398037116956402,1.0,10000,50
30,981600000.0,COMPLETE,,,337,0.09700103512030314,1518,0.7104806058383331,1.0,10000,50
31,981600000.0,COMPLETE,,,326,0.09861945894373478,1466,0.4291986947573675,1.0,10000,50
32,981600000.0,COMPLETE,,,312,0.09806428866941785,1557,0.4387138130413901,1.0,10000,50
33,981600000.0,COMPLETE,,,1443,0.09671706803157652,1541,0.4513247154062656,1.0,10000,50
34,981600000.0,COMPLETE,,,1433,0.08966920471339052,1452,0.3956093589849841,1.0,10000,50
35,981600000.0,COMPLETE,,,297,0.09830899277163302,1599,0.4345936486407335,1.0,10000,50
36,981600000.0,COMPLETE,,,1404,0.09775698035601214,1634,0.4152337727685795,1.0,10000,50
37,981600000.0,COMPLETE,,,363,0.0406521355690508,1137,0.7695173200795093,1.0,10000,50
38,981600000.0,COMPLETE,,,376,0.08799192036836766,119,0.7965229164644505,1.0,10000,50
39,981600000.0,COMPLETE,,,243,0.08503759750593153,1639,0.7848565606129612,1.0,10000,50
40,981600000.0,COMPLETE,,,112,0.0890511440611734,1677,0.7914758630652327,1.0,10000,50
41,981600000.0,COMPLETE,,,152,0.08594725335952776,1692,0.7920741484466913,1.0,10000,50
42,981600000.0,COMPLETE,,,113,0.04176242018849827,116,0.8122643180356635,1.0,10000,50
43,981600000.0,COMPLETE,,,116,0.04245804434131253,1989,0.7815418586027126,1.0,10000,50
44,981600000.0,COMPLETE,,,158,0.07514122437801642,23,0.8015351004514413,1.0,10000,50
45,981600000.0,COMPLETE,,,113,0.07388838668477217,1980,0.6471876111975396,1.0,10000,50
46,981600000.0,COMPLETE,,,419,0.07449739298575492,105,0.6503608314932129,1.0,10000,50
47,981600000.0,COMPLETE,,,391,0.07429451359132935,1933,0.6336206622020861,1.0,10000,50
48,981280000.0,COMPLETE,,,414,0.07493187983648023,28,0.633007949940301,1.0,10000,50
49,981600000.0,COMPLETE,,,451,0.07518177613141153,137,0.623074314565109,1.0,10000,50
