trial_number,value,state,best_iter,duration_minutes,auc,auc_std,gain,gain_std,logloss,logloss_std,num_leaves,max_depth,learning_rate,min_data_in_leaf,min_gain_to_split,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
10,999360000.0,COMPLETE,,,0.9318707734086861,0.004136237590963207,999360000.0,8411801.233980745,0.17993487625245813,0.0048372787328461765,662,8,0.10465088584618869,1457,2,0.8536931044089793,0.6476450212216447,10000,50
11,987680000.0,COMPLETE,,,0.9274090666061126,0.004800822846845933,987680000.0,8595440.651880506,0.18548973210239827,0.004814511846714487,18,3,0.013285495080355049,558,0,0.6416467531896882,0.6332914204170585,10000,50
12,996480000.0,COMPLETE,,,0.9295955021021631,0.0040300646353804166,996480000.0,9185728.060420686,0.18216696829449996,0.004690335258299288,897,5,0.23309776162919724,1519,2,0.6961697662306001,0.9466454342385522,10000,50
13,1007520000.0,COMPLETE,,,0.9366739126070435,0.004241442999646678,1007520000.0,9831866.557271818,0.17404205359587377,0.0050489488082721325,247,10,0.03170555638783676,432,1,0.6909421311346057,0.5850979924843762,10000,50
14,1003360000.0,COMPLETE,,,0.9332601446967335,0.004327979132053394,1003360000.0,9182940.705460316,0.17807966880275666,0.005063090911967644,301,6,0.056821605758264275,1465,0,0.6485900849234412,0.8455802388323916,10000,50
15,1005600000.0,COMPLETE,,,0.9358620287300891,0.0045285170909453425,1005600000.0,7967935.742712788,0.17487042489646182,0.005094677904748763,735,7,0.042019592972960915,279,0,0.8472946181739316,0.9784617118119897,10000,50
16,996800000.0,COMPLETE,,,0.9308220884361985,0.004057890392067093,996800000.0,7854680.13352549,0.18149294553841105,0.004472032837342774,403,10,0.016266475244208368,1273,4,0.5187726912941,0.8339920705937933,10000,50
17,996160000.0,COMPLETE,,,0.9302195222723896,0.004291382781458951,996160000.0,9958634.444541078,0.1816118819599266,0.004869832428643811,206,8,0.15731559274525814,1414,3,0.9700662254536594,0.8967510742959364,10000,50
18,1004160000.0,COMPLETE,,,0.9365926417319234,0.004028079182473709,1004160000.0,11772782.169054179,0.1743548886137931,0.004723034286748005,978,10,0.011949018055083875,131,1,0.8173004924760258,0.5791961565665416,10000,50
19,994080000.0,COMPLETE,,,0.9304119071144518,0.004739326355893656,994080000.0,11045795.580219653,0.18147214747604695,0.005301021847897903,108,3,0.20569713449742935,177,5,0.5507756461968741,0.8420238089789539,10000,50
20,990560000.0,COMPLETE,,,0.9288663981114474,0.004380825334286552,990560000.0,9565270.51368648,0.1833923448692984,0.004781173743150159,606,3,0.02527356462924093,1089,5,0.7897483723182865,0.5903954558732281,10000,50
21,1004800000.0,COMPLETE,,,0.9342748215876787,0.004594387108289019,1004800000.0,9745563.093018278,0.17696149246452986,0.005253940671369904,189,9,0.07617721221141137,912,0,0.7205625523365529,0.7840356581442052,10000,50
22,985280000.0,COMPLETE,,,0.9256058521234941,0.004718336567877685,985280000.0,11720477.80595996,0.18786303842404933,0.004713491932385653,190,3,0.017277007500253076,1793,1,0.7221873781283954,0.6912951999620915,10000,50
23,1000960000.0,COMPLETE,,,0.9323009375019042,0.003993379116238066,1000960000.0,7762886.061253251,0.17937555288853374,0.004731424614202999,577,10,0.017973938459427883,1802,1,0.9789999422206286,0.7788470871555042,10000,50
24,989280000.0,COMPLETE,,,0.9271201929067292,0.00484873531594856,989280000.0,10656528.515421895,0.18584814013990064,0.004779745123424745,512,3,0.026651883582032597,1011,0,0.6396955223893832,0.8218005636491021,10000,50
25,993120000.0,COMPLETE,,,0.9286982128462438,0.00390319433267393,993120000.0,7342588.09957361,0.18382056134685074,0.004302360554385252,623,8,0.15376698394610913,1498,5,0.6251066754212491,0.7727678478693769,10000,50
26,996800000.0,COMPLETE,,,0.9312823970244987,0.004678048669304448,996640000.0,8562616.422566177,0.18043156628953055,0.005652477496756885,329,11,0.2722348063824678,318,0,0.7896318581552917,0.9321805377517048,10000,50
27,996800000.0,COMPLETE,,,0.9306165049757679,0.004789533378020329,996800000.0,9065097.903497789,0.18180095231765062,0.004852063883001761,130,11,0.13815470355059625,986,4,0.7099921099999543,0.832914790967626,10000,50
28,995520000.0,COMPLETE,,,0.9301632010915002,0.004762612579434711,995520000.0,11774956.475503424,0.18268865886338959,0.0045975516923149684,646,7,0.010466803333563094,837,4,0.5671946488494102,0.502341137197837,10000,50
29,1004320000.0,COMPLETE,,,0.933288678440958,0.004341969924076126,1004320000.0,8713759.234681666,0.1780000603335646,0.005020282850326573,67,12,0.0799866191731501,1822,1,0.660696551198554,0.5021541166337871,10000,50
30,1008640000.0,COMPLETE,,,0.9371349732981116,0.004610701058761416,1008640000.0,11430765.503674721,0.17381651758213096,0.005486975079041925,1105,9,0.04575363240687223,386,0,0.8750351123522404,0.9972747105416424,10000,50
31,1003200000.0,COMPLETE,,,0.9339164212386653,0.004235280488897839,1003200000.0,9121403.400793104,0.17763772158815305,0.004580164733071491,1200,9,0.04068424562899132,427,0,0.8608833576113954,0.9944991846548981,10000,50
32,1005120000.0,COMPLETE,,,0.935845179359486,0.004844820909166104,1005120000.0,11742299.604421614,0.17493747628513537,0.0053870276808400805,1168,9,0.041588637895261495,339,1,0.7713377898063379,0.7252145336776727,10000,50
33,1004960000.0,COMPLETE,,,0.9358896314610796,0.004365559754828187,1004960000.0,10749809.300634127,0.17492879396643843,0.004952272376327393,1197,9,0.045050663392669596,291,1,0.8801579337486863,0.6918902518836139,10000,50
34,1008320000.0,COMPLETE,,,0.9363542803650408,0.004501982080772175,1008320000.0,10692502.045826318,0.17440321188995617,0.005214879336382082,999,9,0.02911396974664915,419,1,0.770757705958005,0.7057426788881096,10000,50
35,1009760000.0,COMPLETE,,,0.9370458042406351,0.0044132204554396355,1009760000.0,9881214.500252487,0.17374818721549587,0.005241320603695596,1083,10,0.02946384950224783,408,0,0.8856746846859379,0.9792106968931686,10000,50
36,1009920000.0,COMPLETE,,,0.936600065197099,0.0045133678619814505,1009920000.0,10339516.429698247,0.17415248785267123,0.0052171487476763605,1069,10,0.030218845046646348,449,1,0.8993150686559506,0.551953242632588,10000,50
37,1004640000.0,COMPLETE,,,0.935384238557301,0.004240469899803757,1004640000.0,11385885.999780606,0.17565394517863564,0.004878490097027042,1087,11,0.021279326136030677,438,2,0.8971841007629048,0.5348017889856884,10000,50
38,1006400000.0,COMPLETE,,,0.9366902642623204,0.004529577237666308,1006400000.0,11291058.409201505,0.17416406023789743,0.005164587747130586,1031,10,0.030335184373039975,207,0,0.9996840190129989,0.8915008265110809,10000,50
39,1004320000.0,COMPLETE,,,0.9344648590287754,0.004463488261733146,1004320000.0,7699974.0259302175,0.1768642092807488,0.0050654164931257534,1109,9,0.051371419017496804,704,2,0.8969853380495532,0.9688930813928038,10000,50
40,1004000000.0,COMPLETE,,,0.9355335658326347,0.004168354352101559,1004000000.0,10467473.429629521,0.17571243623010632,0.004736885725545608,966,8,0.021512169146835965,100,1,0.8198692057547866,0.7245999172913483,10000,50
41,1005600000.0,COMPLETE,,,0.9355094361190025,0.00454297299703695,1005600000.0,11941189.220508985,0.1753968695674198,0.005074069648280952,1069,10,0.03306491227509318,465,1,0.9347466581885766,0.558029471960741,10000,50
42,1006720000.0,COMPLETE,,,0.9362104668781059,0.004472480878029955,1006720000.0,7749683.864519894,0.17476059219473392,0.005138975910094173,815,11,0.028694272229927834,639,1,0.7572825129009841,0.6794838418590694,10000,50
43,1006400000.0,COMPLETE,,,0.936554048417127,0.004248897756553038,1006400000.0,9966343.361534359,0.17442292581974647,0.004969317554516187,984,10,0.03456010132607697,385,0,0.6760706314284153,0.540470372086614,10000,50
44,1005120000.0,COMPLETE,,,0.935161817630038,0.004468336317988612,1005120000.0,10388917.171678673,0.17604141575171045,0.005129710502500809,827,9,0.02137172782997474,522,2,0.8864191329334614,0.9999108282864592,10000,50
45,1002720000.0,COMPLETE,,,0.9326652374716502,0.004158841252596027,1002720000.0,7815471.834764681,0.17886213385039357,0.0048707743137072,1145,10,0.024394374753079272,1994,1,0.9168599932246657,0.6257286481861521,10000,50
46,1003840000.0,COMPLETE,,,0.9344740293543763,0.0044366009877215545,1003840000.0,9750815.350523258,0.17693294270614404,0.005020654246034799,1024,8,0.037663790762137876,730,0,0.8364016172595619,0.6564233136397986,10000,50
47,1008960000.0,COMPLETE,,,0.9365596387696152,0.004512503141422641,1008960000.0,13022073.567600515,0.1744586896122089,0.005757116606730104,935,11,0.05808633211445185,585,0,0.9504756133243643,0.9512835451824612,10000,50
48,1003680000.0,COMPLETE,,,0.9349810356837871,0.0041597794755887105,1003680000.0,6608600.456980282,0.17606699751527735,0.0047631598056399275,929,11,0.06356898856744614,573,0,0.9636446795320184,0.952150212604495,10000,50
49,1002560000.0,COMPLETE,,,0.9359669440279046,0.004195907226125118,1002560000.0,10136981.79933258,0.17492638017064577,0.004633795642729318,851,12,0.05601995237959242,255,0,0.9523164721056117,0.9058763294028288,10000,50
50,1005760000.0,COMPLETE,,,0.9345535317119996,0.004614945031018629,1005760000.0,8856545.60198275,0.17673376806475888,0.005433737930457689,748,9,0.10025488248930726,792,0,0.9128394981185737,0.8794954931215736,10000,50
51,1007520000.0,COMPLETE,,,0.9363692021636829,0.004551448677111894,1007200000.0,10887056.53517056,0.17448608392000942,0.005474141318516059,1051,10,0.047105634812619104,491,1,0.5939624914420132,0.9333271243679181,10000,50
52,1007200000.0,COMPLETE,,,0.9366522621742785,0.004506555126461094,1007200000.0,12649110.640673518,0.1742136951443966,0.00538202300062628,1114,11,0.03219493220294105,396,0,0.8650850826768843,0.9608384521167906,10000,50
53,1003840000.0,COMPLETE,,,0.9345900783925517,0.004219571379467838,1003840000.0,8681382.378400343,0.17664688919911825,0.0048359570287144086,940,11,0.03713933660085372,584,2,0.9502845966741741,0.6009091713708962,10000,50
54,1004640000.0,COMPLETE,,,0.9357017622765935,0.004363169358537535,1004640000.0,8180366.739945099,0.17535631020677866,0.0050755768668119434,1006,10,0.027881659328965178,648,1,0.8727765823665514,0.9794662374814526,10000,50
55,1004640000.0,COMPLETE,,,0.9362111539674685,0.004279174365329813,1004640000.0,10187364.723028228,0.17458221344472752,0.0050270145182720796,748,9,0.05163573640273899,234,0,0.8021878272636874,0.5701883709490354,10000,50
56,1006240000.0,COMPLETE,,,0.9365376850018535,0.00424363237575114,1005600000.0,8865212.913404845,0.174091233806714,0.005149501378569135,875,12,0.06182309763394822,362,1,0.7479449461407379,0.5284276699561545,10000,50
57,997920000.0,COMPLETE,,,0.9327698497875557,0.004410270197936737,997920000.0,8430041.518284474,0.17910734409019807,0.004707096478998515,463,6,0.014506033343050525,492,0,0.8375683074663686,0.8069576753386694,10000,50
58,1004160000.0,COMPLETE,,,0.935179647059327,0.004471732737256682,1004160000.0,9737679.39500988,0.1760653635972989,0.005114899432497778,1128,10,0.02302752007172117,541,2,0.9933856143663422,0.8576789931097859,10000,50
59,997440000.0,COMPLETE,,,0.9309784831531589,0.004266156885623872,997440000.0,8006397.442045954,0.1812747537135228,0.0045689013262433876,1067,8,0.04594726618032786,1145,3,0.6887386945016245,0.6058949811387997,10000,50
60,1006400000.0,COMPLETE,,,0.9370213656605891,0.004130385777119728,1006400000.0,9506208.497608287,0.17388977435056432,0.004839928583862184,936,11,0.018834498912094953,168,1,0.9060467995698874,0.9110979377004723,10000,50
61,1007680000.0,COMPLETE,,,0.936623343749962,0.004506326721248961,1007680000.0,9948346.59629428,0.17435858404154242,0.005197100005929702,1044,10,0.0475606697477745,441,1,0.5688142393450982,0.9307855187561157,10000,50
62,1008160000.0,COMPLETE,,,0.9368725620479426,0.004234138289156093,1008000000.0,9546517.68971283,0.17416902212928634,0.005167932407366293,1158,10,0.07167806866300976,317,1,0.5941114154531681,0.9393692249711221,10000,50
63,1006720000.0,COMPLETE,,,0.9373743686296031,0.004296018856913462,1006240000.0,10593885.028637983,0.17357019744850538,0.005229700482704348,1154,10,0.07117139913938154,313,0,0.5121795521084954,0.9360551469559176,10000,50
64,1006080000.0,COMPLETE,,,0.9361593909190011,0.004725178425738533,1006080000.0,10462580.94353396,0.17458740196723815,0.005280248151890119,1017,9,0.08442501195395014,374,1,0.5980457621015948,0.9701629357999116,10000,50
65,1007840000.0,COMPLETE,,,0.9354390030157302,0.004657145524962418,1007840000.0,6080000.0,0.1757038759420106,0.005533745380589524,1082,10,0.11052304604619577,616,1,0.54189638157195,0.9463307082868605,10000,50
66,1006560000.0,COMPLETE,,,0.935782280236683,0.004437247259787781,1006080000.0,11709551.656660471,0.17535751700252888,0.005328570657748578,1098,11,0.1092435387967896,611,0,0.5402318720319634,0.9477921286265194,10000,50
67,1004480000.0,COMPLETE,,,0.9337837375225282,0.004662797900398701,1004480000.0,8292261.45270396,0.17784441339084942,0.0051905604235143845,1163,9,0.11649615043596137,808,1,0.5007213204374494,0.9820670791405602,10000,50
68,1003360000.0,COMPLETE,,,0.9349698295872949,0.003958621922062811,1003360000.0,10593885.028637983,0.1759748315689436,0.004899117102929597,991,10,0.08813765454700942,264,2,0.9309245473651118,0.9922024468387501,10000,50
69,1006080000.0,COMPLETE,,,0.9355719877357547,0.004255484462492441,1006080000.0,6911555.541265656,0.1756067015774022,0.005077727302341949,1089,12,0.06260926139736829,896,0,0.9459595485043809,0.8778620084200587,10000,50
