trial_number,value,state,best_iter,duration_minutes,num_leaves,learning_rate,min_data_in_leaf,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
26,927360000.0,COMPLETE,,,544,0.023074077973510337,4092,0.83452563120966,1.0,10000,50
27,931360000.0,COMPLETE,,,362,0.07636220413053468,2838,0.38648483845843723,1.0,10000,50
28,926560000.0,COMPLETE,,,81,0.03701389020773283,4998,0.3943370011056962,1.0,10000,50
29,938400000.0,COMPLETE,,,113,0.029662287006876335,1017,0.9024147422861901,1.0,10000,50
30,937760000.0,COMPLETE,,,132,0.030616996229816798,1166,0.41118333764571624,1.0,10000,50
31,937600000.0,COMPLETE,,,113,0.029455852922062563,1152,0.4182312448157544,1.0,10000,50
32,940160000.0,COMPLETE,,,93,0.02891212717491668,1186,0.440525467257077,1.0,10000,50
33,932800000.0,COMPLETE,,,131,0.005486932763760801,1252,0.35924245104453056,1.0,10000,50
34,933760000.0,COMPLETE,,,738,0.005169825912994995,1348,0.343560564874123,1.0,10000,50
35,938080000.0,COMPLETE,,,93,0.02983016963439867,1365,0.3509839234587524,1.0,10000,50
36,937920000.0,COMPLETE,,,86,0.030108399693121457,1314,0.34054349390679006,1.0,10000,50
37,932960000.0,COMPLETE,,,114,0.006124154728342436,1230,0.4890281632894753,1.0,10000,50
38,936960000.0,COMPLETE,,,716,0.03140552794909528,1258,0.3040147860379116,1.0,10000,50
39,932320000.0,COMPLETE,,,765,0.005107978335422408,1599,0.4785407724479215,1.0,10000,50
40,924800000.0,COMPLETE,,,755,0.005760436727344935,1579,0.3137539362650159,1.0,10000,50
41,931040000.0,COMPLETE,,,751,0.005355423830141537,1632,0.3202779696697182,1.0,10000,50
42,934720000.0,COMPLETE,,,807,0.005429618620981428,1677,0.30421014252361117,1.0,10000,50
43,932640000.0,COMPLETE,,,802,0.008178805955971667,1835,0.48459391430661125,1.0,10000,50
44,933440000.0,COMPLETE,,,303,0.005307491344821844,1752,0.4840042375629112,1.0,10000,50
45,930560000.0,COMPLETE,,,276,0.005286074869841641,1796,0.5022818397468491,1.0,10000,50
46,934080000.0,COMPLETE,,,280,0.011739655567830007,1956,0.49205217114721744,1.0,10000,50
47,935680000.0,COMPLETE,,,288,0.039799166221631065,1870,0.4881947449164793,1.0,10000,50
48,935040000.0,COMPLETE,,,277,0.012037657455840164,1990,0.700293175618133,1.0,10000,50
49,940000000.0,COMPLETE,,,297,0.03914705854444483,736,0.6808684555450057,1.0,10000,50
50,939520000.0,COMPLETE,,,922,0.04031023875965091,782,0.54930119749449,1.0,10000,50
51,939200000.0,COMPLETE,,,901,0.04122551894506034,766,0.593483544484064,1.0,10000,50
52,939040000.0,COMPLETE,,,911,0.0138820535569675,819,0.5511936296527488,1.0,10000,50
53,940640000.0,COMPLETE,,,902,0.013965415618301488,489,0.5530150133445921,1.0,10000,50
54,939200000.0,COMPLETE,,,916,0.014660524625904692,789,0.6701627292518086,1.0,10000,50
55,939360000.0,COMPLETE,,,187,0.01367277296007923,795,0.6600396545741807,1.0,10000,50
56,940160000.0,COMPLETE,,,214,0.02318758884654304,583,0.6264970922356544,1.0,10000,50
57,941280000.0,COMPLETE,,,184,0.023687496708071645,845,0.5513021773525609,1.0,10000,50
58,940000000.0,COMPLETE,,,191,0.024059207386167684,814,0.5835510514096993,1.0,10000,50
59,940800000.0,COMPLETE,,,178,0.021736303597135378,718,0.5713459278042252,1.0,10000,50
60,937920000.0,COMPLETE,,,196,0.021794289388225082,794,0.565216796995642,1.0,10000,50
61,938880000.0,COMPLETE,,,178,0.04153686250830406,768,0.5771351645310142,1.0,10000,50
62,939360000.0,COMPLETE,,,902,0.024332203367089283,737,0.5738842099140066,1.0,10000,50
63,938880000.0,COMPLETE,,,901,0.04197578287131699,728,0.6545934577143276,1.0,10000,50
64,941280000.0,COMPLETE,,,905,0.023547448257999634,399,0.6531004836921341,1.0,10000,50
65,940800000.0,COMPLETE,,,224,0.02444933888459903,469,0.6491442076126875,1.0,10000,50
66,939680000.0,COMPLETE,,,346,0.025350673240545036,457,0.652066628515914,1.0,10000,50
67,937760000.0,COMPLETE,,,233,0.024842175783651197,518,0.6315145193862541,1.0,10000,50
68,940640000.0,COMPLETE,,,240,0.025212473463245268,429,0.6502598936864847,1.0,10000,50
69,940320000.0,COMPLETE,,,368,0.02419769947013968,501,0.7237896541057305,1.0,10000,50
70,941120000.0,COMPLETE,,,217,0.026131850386066146,486,0.6319548102383714,1.0,10000,50
71,939360000.0,COMPLETE,,,243,0.025754131246909062,545,0.7871610982620214,1.0,10000,50
72,940800000.0,COMPLETE,,,232,0.023937652530258324,537,0.7835861955025044,1.0,10000,50
73,940640000.0,COMPLETE,,,233,0.01873119050014044,511,0.6218099219099029,1.0,10000,50
74,939840000.0,COMPLETE,,,150,0.019048976026831962,460,0.7372756376625571,1.0,10000,50
75,939840000.0,COMPLETE,,,344,0.018375230882618318,75,0.7496431810798496,1.0,10000,50
76,941440000.0,COMPLETE,,,151,0.01953349111392827,54,0.746291073512485,1.0,10000,50
77,940320000.0,COMPLETE,,,247,0.01870181362143577,232,0.7513186738323137,1.0,10000,50
