experiment_name,seed,training_time,hyperparameters,moving_average_rev,mean_over_best_gain
zero_shot_percentiles_1_isolated,4512,320.0854787826538,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 4512, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",343971684.157921,342833600.0
zero_shot_percentiles_None_isolated,537919,345.99779510498047,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",346198230.8845577,344688400.0
zero_shot_percentiles_None_isolated,923347,254.31291389465332,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",345193153.42328835,344509600.0
zero_shot_percentiles_None_isolated,173629,252.95919799804688,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 173629, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",346342698.6506747,345413200.0
zero_shot_percentiles_None_isolated,419351,344.33924412727356,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 419351, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",348738790.60469764,348723200.0
zero_shot_percentiles_None_isolated,287887,340.589732170105,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 287887, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",348273483.2583708,346626400.0
zero_shot_intra_month_fe,537919,266.10971903800964,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",350111764.117941,350059600.0
zero_shot_intra_month_fe,923347,265.9566819667816,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",350391384.30784607,348949200.0
zero_shot_intra_month_fe,173629,193.74064207077026,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 173629, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",350446936.5317341,350211200.0
zero_shot_intra_month_fe,419351,264.93619108200073,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 419351, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",349113973.0134932,348705200.0
zero_shot_intra_month_fe,287887,195.37192702293396,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 287887, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",347474442.7786107,347224800.0
zero_shot_historical,537919,374.5866639614105,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",340310354.8225887,339813200.0
zero_shot_historical,923347,374.99401211738586,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",340418550.7246377,339514000.0
zero_shot_historical,173629,371.85907769203186,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 173629, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",339973283.35832083,339933200.0
zero_shot_historical,419351,372.04417085647583,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 419351, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",338632043.978011,338072000.0
zero_shot_historical,287887,372.94655585289,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 287887, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342319430.2848576,341811600.0
zero_shot_dates,537919,246.03619003295898,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",346038010.9945028,345957600.0
zero_shot_dates,923347,245.90856981277466,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",344208565.7171414,342913600.0
zero_shot_dates,173629,244.80150485038757,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 173629, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",345040159.92004,344790800.0
zero_shot_dates,419351,244.82146406173706,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 419351, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",346936861.56921536,346905600.0
zero_shot_dates,287887,244.95423793792725,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 287887, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342960799.60019994,342518800.0
zero_shot_dates,1244,244.62823009490967,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 1244, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",343900719.64017993,343480800.0
zero_shot_dates,24341,246.98123335838318,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 24341, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",344129245.37731135,343986400.0
zero_shot_other_features,537919,258.9402141571045,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",341086676.66166914,341033600.0
zero_shot_other_features,923347,270.76555490493774,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342313333.3333333,341702400.0
zero_shot_other_features,173629,271.03742003440857,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 173629, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342192653.6731634,341471200.0
zero_shot_other_features,419351,269.40367317199707,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 419351, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",343781199.4002999,343755200.0
zero_shot_other_features,287887,275.12173104286194,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 287887, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",343369195.4022988,342725600.0
zero_shot_other_features,1244,269.2945861816406,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 1244, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342882668.6656672,342700800.0
zero_shot_other_features,24341,269.5742130279541,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 24341, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342914962.51874065,342828800.0
zero_shot_other_features,1241,268.8945081233978,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 1241, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",341389555.22238874,340624000.0
zero_shot_other_features,4512,272.97721886634827,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 4512, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",344521229.3853073,343692400.0
zero_shot_other_features,6554,269.6800560951233,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 6554, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",343951104.4477761,342909200.0
zero_shot_other_features,62325,268.52695298194885,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 62325, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",341112703.6481759,340250000.0
zero_shot_other_features,6525235,199.65851402282715,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 6525235, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342792053.9730135,342612000.0
zero_shot_other_features,14,272.25683999061584,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 14, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",341746426.78660667,341747200.0
zero_shot_other_features,4521,271.50364995002747,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 4521, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",342431934.0329835,342346400.0
zero_shot_other_features,474574,264.25314688682556,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 474574, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",341629055.4722638,341425200.0

zero_shot_random_forest_features,537919,251.02158784866333,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 537919, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",347714172.9135432,347168000.0
zero_shot_random_forest_features,923347,241.68073296546936,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.5393339924944204, 'importance_type': 'split', 'learning_rate': 0.009033979476164342, 'max_depth': -1, 'min_child_samples': 3, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 31204, 'n_jobs': None, 'num_leaves': 4, 'objective': None, 'random_state': 923347, 'reg_alpha': 15.800090067239827, 'reg_lambda': 34.82471227276953, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'max_bin': 1023, 'verbose': -1}",345732293.8530735,345710400.0
