trial_number,value,state,best_iter,duration_minutes,auc,auc_std,gain,gain_std,logloss,logloss_std,num_leaves,max_depth,learning_rate,min_data_in_leaf,min_gain_to_split,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
38,560480000.0,COMPLETE,,,0.9305482659127253,0.005385814568819495,560480000.0,2609521.0288480143,0.18931078446121116,0.004791165247587558,753,6,0.05961671050231199,412,1,0.548560028983296,0.9592032910168966,10000,50
39,560480000.0,COMPLETE,,,0.930421894486899,0.005827758013194712,560480000.0,3634501.341312175,0.1893075899470012,0.005075105967790999,759,6,0.06361318108537119,465,1,0.5435541241366714,0.9662424646456179,10000,50
40,560960000.0,COMPLETE,,,0.9314775962792539,0.005900657370762917,560960000.0,3094252.736930195,0.1878550451384016,0.005345027448127274,827,6,0.06401583988283406,451,1,0.5370861390900084,0.8982947666535077,10000,50
41,559840000.0,COMPLETE,,,0.9300189024407646,0.005474179216642645,559840000.0,3446505.476566083,0.18968794229149788,0.004882022484893388,831,6,0.06184367369470874,465,1,0.5385621346184418,0.9545344176334419,10000,50
42,559360000.0,COMPLETE,,,0.929624776562115,0.005978278455715382,559360000.0,3731809.2127009924,0.18993564472675675,0.0052254030009742545,733,6,0.08889118634037949,681,1,0.5017614554483153,0.9126857402167335,10000,50
43,558400000.0,COMPLETE,,,0.9212059319607263,0.005753535236483257,558400000.0,3317830.616532435,0.20380446476086322,0.003926316008905383,803,5,0.06719077079605092,507,1,0.5543800902801151,0.8722130173764537,10000,50
44,560480000.0,COMPLETE,,,0.929730961284719,0.005729545121436212,560480000.0,3102515.1087464504,0.18966116523432752,0.005072471352509385,970,6,0.10434634636731255,381,2,0.5307009156329991,0.94407355496472,10000,50
45,558720000.0,COMPLETE,,,0.9226581188694304,0.005906016740590629,558720000.0,3143501.2327021603,0.19965214136425416,0.004901988779197045,954,6,0.10640491140457953,1994,1,0.5242420670857683,0.9317349643305637,10000,50
46,559840000.0,COMPLETE,,,0.9289034396353836,0.006173431450162494,559840000.0,3215960.198758685,0.19127089562408023,0.0054408326221362414,865,7,0.11002710092829364,596,1,0.6051203693341256,0.9617066729392189,10000,50
47,560160000.0,COMPLETE,,,0.9305087677073633,0.0050570775298591384,560160000.0,2835207.223467096,0.1895540395413437,0.0043936283222066825,522,7,0.05690671446953679,378,2,0.52959964233061,0.8773822758348925,10000,50
48,559360000.0,COMPLETE,,,0.9296778213581408,0.006110921078256455,559360000.0,3591991.091302984,0.18999374012639975,0.005933646498487641,932,6,0.12592141679644211,778,0,0.5554511018054142,0.9394527546875672,10000,50
49,559840000.0,COMPLETE,,,0.9311517931633476,0.005799425217689385,559840000.0,2835207.223467096,0.1882909214935488,0.005835366440177335,1028,7,0.0756436441531693,619,1,0.519100487816931,0.9078445765916727,10000,50
50,559200000.0,COMPLETE,,,0.9301242309883969,0.005690798934453205,559200000.0,2817090.6978654414,0.18901748181421082,0.005284590856651907,692,6,0.09243150205159234,519,2,0.6156907026563152,0.9729749490137589,10000,50
51,560320000.0,COMPLETE,,,0.930972110575949,0.005369029661253966,560320000.0,2752744.0854536407,0.18861370438902533,0.004913299522108793,533,7,0.05660357945387312,388,2,0.5379004572404843,0.8817542258098431,10000,50
52,557600000.0,COMPLETE,,,0.9194716449118948,0.005156521985735592,557600000.0,3118974.1903388686,0.21643452343956077,0.0028593415706218593,783,8,0.031610885897357305,429,2,0.5453819162816541,0.9547877463743148,10000,50
53,559520000.0,COMPLETE,,,0.9295343644851013,0.004936780395622281,559520000.0,2405327.4205396655,0.1912180496151129,0.004117975869242519,696,7,0.058825741399769246,203,3,0.5112846323471493,0.8852856143612082,10000,50
54,560640000.0,COMPLETE,,,0.9309676965183169,0.005435370272958813,560640000.0,3010382.0355562847,0.18846485531099616,0.004824199750187237,855,6,0.06655840575357189,329,1,0.5634196061845463,0.9188187838922446,10000,50
55,560000000.0,COMPLETE,,,0.9285388422802032,0.005791216032234904,560000000.0,3200000.0,0.19195137341896493,0.005089711456799135,865,4,0.06895254710787231,310,1,0.665332819263721,0.9215097676621096,10000,50
56,560160000.0,COMPLETE,,,0.9282412358600325,0.006182630863361653,560160000.0,3591991.091302984,0.19208731523253425,0.0056930648227341415,861,6,0.0892127762319053,753,0,0.5649649729234582,0.9425181094915477,10000,50
57,557920000.0,COMPLETE,,,0.9216728136858618,0.005634672020395554,557920000.0,3060980.2351534385,0.20430546906776673,0.0038832301478846742,770,5,0.03833585018119709,476,1,0.6050079960300868,0.8606997422327402,10000,50
58,559840000.0,COMPLETE,,,0.9289351561615582,0.00581935408378464,559840000.0,3591991.091302984,0.1912942380239973,0.004939704985092814,923,5,0.0674557937507155,589,1,0.5259330100612025,0.9751189327037421,10000,50
59,559040000.0,COMPLETE,,,0.9238872246327248,0.005763123266531556,559040000.0,3094252.736930195,0.19939792001408116,0.004322740846705929,835,4,0.02954268383906025,223,0,0.5568271385101413,0.8127919597409745,10000,50
60,558240000.0,COMPLETE,,,0.9228386576318011,0.005340382408252676,558240000.0,3294601.6451158402,0.2038200588011924,0.0034891883416862265,709,6,0.021461343503198595,351,1,0.5001215169813944,0.9031875473284638,10000,50
61,560800000.0,COMPLETE,,,0.9308414773013745,0.005515829036468908,560800000.0,2529822.1281347033,0.18831406080832847,0.00517422468029636,570,7,0.051433249543859465,387,2,0.5384234256657561,0.9250886300051421,10000,50
62,558400000.0,COMPLETE,,,0.9231513898098054,0.005588463189353023,558400000.0,2373183.515870612,0.20163683473218336,0.003981324536899282,583,7,0.03613459242378089,544,1,0.5422526566682532,0.9253104105541324,10000,50
63,560800000.0,COMPLETE,,,0.9308193689609936,0.005648837132133525,560800000.0,2205447.8003344354,0.18824669947174544,0.005262613372600846,445,6,0.07879036740154652,283,2,0.5158057058966812,0.961193969729506,10000,50
64,559680000.0,COMPLETE,,,0.9304677093609415,0.004913496811450342,559680000.0,2122639.865827456,0.18956432303692314,0.004203145801344878,472,8,0.08158926128754845,277,1,0.5718512730106291,0.9639316806698115,10000,50
65,560000000.0,COMPLETE,,,0.9286137671032841,0.005433884923654813,560000000.0,2529822.1281347033,0.19228560123143285,0.0045128353900422994,466,6,0.05344263221610876,174,3,0.5163785502481835,0.9826086088527212,10000,50
66,559680000.0,COMPLETE,,,0.928544588165569,0.0056447137130231665,559680000.0,2296432.0151051716,0.192142982629456,0.00474056916139729,380,7,0.04364821344679045,469,2,0.5610675088227969,0.9562120423624664,10000,50
67,561120000.0,COMPLETE,,,0.9323762565556842,0.0043714865886281245,561120000.0,2240000.0,0.18703259339279843,0.004316541080059683,418,9,0.05163518804003789,169,1,0.7482645533337892,0.857842413211247,10000,50
68,560160000.0,COMPLETE,,,0.930846937795083,0.005345538660930946,560160000.0,3556177.723342859,0.18915915104895337,0.004816851021106305,401,9,0.05237341110521088,286,0,0.7475240475085979,0.8593557075615694,10000,50
69,561920000.0,COMPLETE,,,0.9325606195662617,0.004668796333363754,561920000.0,2509501.9426172995,0.1869032761379747,0.004749557107009113,365,9,0.04064990617975356,174,2,0.9045284172842823,0.8998809778628714,10000,50
70,560480000.0,COMPLETE,,,0.9309948277518652,0.005140574051773191,560480000.0,1865904.6063504962,0.1885258653762097,0.004572672844728234,355,9,0.04040876361888441,188,2,0.9956381503920784,0.7979719390318141,10000,50
71,560000000.0,COMPLETE,,,0.9306726586230614,0.0049885388654494125,560000000.0,2426520.142096496,0.1894527037266725,0.004681236414582186,463,9,0.04713389615503823,161,2,0.8967513055734464,0.8961236456690688,10000,50
72,560800000.0,COMPLETE,,,0.9322738009507348,0.005774682744844237,560800000.0,2906544.339933592,0.18697903869232047,0.005679536290726992,276,9,0.07345738585355033,252,1,0.8118548390969558,0.9298480730133156,10000,50
73,559840000.0,COMPLETE,,,0.9298655710163842,0.005343005418549417,559840000.0,2835207.223467096,0.18980639956925838,0.0046877562062587076,277,9,0.07293176740736879,253,3,0.807654070536594,0.8518322742721111,10000,50
74,557440000.0,COMPLETE,,,0.9122424839728801,0.005473038188341872,557440000.0,3371409.2009128765,0.28803452528479356,0.0009284510349593588,300,10,0.03206167936554699,323,2,0.7734764761064161,0.9102941185359252,10000,50
75,560960000.0,COMPLETE,,,0.9311226071098672,0.004719804970422271,560960000.0,3094252.736930195,0.1887171367382973,0.004195484321550183,436,8,0.08179828039890506,218,1,0.8667050652763623,0.9246296159021167,10000,50
76,560960000.0,COMPLETE,,,0.9308176566110502,0.0050820784197559655,560960000.0,3333226.6649599453,0.18852294273814546,0.004758756631139314,440,8,0.08123702193594261,157,2,0.8425246067617109,0.7307196240240633,10000,50
77,560480000.0,COMPLETE,,,0.9306244845113192,0.004966456231671898,560480000.0,2560000.0,0.18891949376100334,0.005066949070199064,430,8,0.0854770707130236,162,2,0.8705095262072113,0.7347658693266377,10000,50
78,560800000.0,COMPLETE,,,0.9295073664343262,0.004930513856194437,560800000.0,2318620.2793903104,0.19013208380226715,0.0049228278270540635,555,8,0.1180721164504162,101,3,0.9401239596236858,0.7400860820982942,10000,50
79,557760000.0,COMPLETE,,,0.9242444588831482,0.006054856414196567,557760000.0,3483446.5691323588,0.19756976015959754,0.004754035613127395,489,8,0.03456364958204725,1182,2,0.8304339440504068,0.7639914670523792,10000,50
80,559840000.0,COMPLETE,,,0.9307929416935332,0.005032103572037103,559840000.0,2549980.3920814763,0.1889638105694952,0.004522177654459164,430,9,0.04902958625880869,219,2,0.9049477021849854,0.8235850691407811,10000,50
81,561280000.0,COMPLETE,,,0.9317603623332481,0.005621593366806166,561280000.0,2658119.636133784,0.18750834004673983,0.0056879923727982725,223,9,0.09618914092450011,269,1,0.853423367418772,0.8933522142220042,10000,50
82,560000000.0,COMPLETE,,,0.9314408949121326,0.00472358311198407,559040000.0,3175909.3186046733,0.18789998187251772,0.005149416161818545,226,10,0.09589353377998981,153,1,0.8612608753851362,0.8943269651855738,10000,50
83,559200000.0,COMPLETE,,,0.9304298283749703,0.0049810055134666175,559200000.0,2677312.084909042,0.18882794402912773,0.004733984834974316,345,9,0.09842241655347533,220,2,0.8346572121178177,0.6846674483524309,10000,50
84,559680000.0,COMPLETE,,,0.9283708797768616,0.005116197171288282,559680000.0,2509501.9426172995,0.19142274093397638,0.005119283591863042,412,8,0.18400241818234817,295,1,0.8777051617218002,0.7104450036312606,10000,50
85,559840000.0,COMPLETE,,,0.9296568736104994,0.004688729884181521,559840000.0,2394660.7275353223,0.19098634450843505,0.004205149150068203,326,8,0.042596660671332845,150,1,0.919373069318077,0.8735924511698872,10000,50
86,559520000.0,COMPLETE,,,0.9295343454589908,0.005408282351545879,559520000.0,3143501.2327021603,0.1905028873755903,0.0049318948889782045,617,10,0.07890479200868974,351,2,0.8540845908694309,0.9851474289730666,10000,50
87,559680000.0,COMPLETE,,,0.9288850984648784,0.005100672390465928,559680000.0,2658119.636133784,0.1913646432496456,0.004751865076262098,505,8,0.14410865147229882,277,3,0.933320177706717,0.9351761118141347,10000,50
88,560160000.0,COMPLETE,,,0.9319413386961596,0.004826388572512661,560160000.0,1708332.5203250097,0.18723685422190278,0.0047473961457575094,155,9,0.06271455870397279,209,2,0.8425451944556395,0.6577524626908255,10000,50
89,558080000.0,COMPLETE,,,0.9261666477991073,0.005462277997106896,558080000.0,3340898.082851376,0.19412908917694752,0.004835167011431309,662,9,0.08443459762386574,1618,1,0.9497247586596015,0.886755102868599,10000,50
90,559680000.0,COMPLETE,,,0.9281031633762593,0.005581136175364784,559680000.0,3183959.7987411837,0.1923688887797687,0.004648996757572827,364,8,0.11957477365123231,368,2,0.7787691775479141,0.9457211402159746,10000,50
91,560640000.0,COMPLETE,,,0.9307320200877675,0.005301000813691073,560640000.0,2447529.3665245366,0.18909465372874273,0.004955392689580738,280,9,0.07209466597532337,255,1,0.8177751171903024,0.926008585009131,10000,50
92,560800000.0,COMPLETE,,,0.9302554540723962,0.005724484922264358,560800000.0,3505424.368033063,0.18949609221615193,0.0052348189975556635,243,9,0.07471266307296995,429,1,0.881853035274011,0.9089291508336341,10000,50
93,561280000.0,COMPLETE,,,0.9324318698766252,0.004570089200273681,561280000.0,2182109.071517737,0.1868198810742694,0.004969091032775366,439,7,0.054027717461145104,113,1,0.8025438332028001,0.9879974449399416,10000,50
94,561280000.0,COMPLETE,,,0.9332648710457796,0.005051129832596531,561280000.0,2122639.865827456,0.1859822681014395,0.005340387845616047,443,7,0.039153909782742226,137,1,0.9134183912254185,0.9730128628951544,10000,50
95,559040000.0,COMPLETE,,,0.9258128382485703,0.005013268960716204,559040000.0,2549980.3920814763,0.19996592135942737,0.0035535787850860708,543,7,0.03968204354178283,105,1,0.9060345458711734,0.9886522881589012,10000,50
96,561280000.0,COMPLETE,,,0.9318311584903544,0.00414074516238174,561280000.0,2182109.071517737,0.18802116849051498,0.004404220854785977,491,7,0.05108574651584601,138,1,0.7993391762523365,0.972629457755421,10000,50
97,559360000.0,COMPLETE,,,0.9119384086751452,0.005754207764630464,559360000.0,3333226.6649599453,0.30255635201391284,0.0009779593972055786,389,7,0.04461740784587816,128,0,0.8006822924745731,0.972475110561637,10000,50
98,560480000.0,COMPLETE,,,0.9304402737096253,0.004938029377524421,560480000.0,2752744.0854536407,0.18999520617761118,0.004364772713959752,493,8,0.028174807730595844,185,1,0.8607170421752132,0.9876793427094609,10000,50
99,560640000.0,COMPLETE,,,0.9309745459180906,0.004758456585062716,560640000.0,2499279.8962901295,0.18912374439705404,0.004463980772159339,326,7,0.03305650637151037,133,1,0.8391418398377825,0.9985054823080762,10000,50
100,561760000.0,COMPLETE,,,0.9324244877457579,0.00536788408015121,561760000.0,2285257.097133712,0.18695136710870958,0.005166453729777079,439,7,0.038469279861733714,198,0,0.758009222359511,0.9516593710096254,10000,50
101,560640000.0,COMPLETE,,,0.9311855454833442,0.004989032773877529,560640000.0,1920000.0,0.1886384554339719,0.004649798946090301,421,7,0.038062455422871996,203,0,0.7556706064951172,0.9454262971641145,10000,50
102,560480000.0,COMPLETE,,,0.9313953273775265,0.0051015371670225474,560480000.0,1933287.3557751316,0.18795370814905224,0.004948718373797544,385,7,0.054644271875597235,102,0,0.7932758044702134,0.9677983005585626,10000,50
103,561440000.0,COMPLETE,,,0.9328012047333157,0.004500104937835433,561440000.0,2394660.7275353223,0.18661203663571974,0.004323746240224029,452,8,0.04760555706204841,176,1,0.772305918646568,0.9855639833009371,10000,50
104,560640000.0,COMPLETE,,,0.9307572106580466,0.005108896684634796,560640000.0,1985547.7833585371,0.18928123878627157,0.004483155039784828,81,10,0.04679997585931953,236,1,0.7698805712439963,0.9770625047297776,10000,50
105,559520000.0,COMPLETE,,,0.9242273163576034,0.005036815345833202,559520000.0,3263372.488699382,0.2034666707562407,0.0034302863358410896,455,7,0.037493631467111724,193,0,0.6990854362792325,0.9527013173955348,10000,50
106,560480000.0,COMPLETE,,,0.9317646812603275,0.005039323400235524,560480000.0,2122639.865827456,0.18768636616323783,0.004729108805486498,480,8,0.04313027459889673,320,1,0.7396185522875938,0.9367550187383743,10000,50
107,558400000.0,COMPLETE,,,0.9237019864210649,0.004880037768114771,558400000.0,2906544.339933592,0.2033162391035245,0.0032883048723455406,527,7,0.03418542795617323,240,1,0.7627279146180688,0.9821719585137136,10000,50
108,560320000.0,COMPLETE,,,0.9315398116605322,0.004920650015253167,560320000.0,3599111.0013446375,0.18830468949983786,0.004541760304645743,374,7,0.029537143618500832,151,1,0.7841975788268882,0.9892219086847174,10000,50
109,561120000.0,COMPLETE,,,0.9312111165758328,0.004653376006937452,561120000.0,2888875.2136428463,0.1887355556343973,0.004156936277293256,590,8,0.048421701431891305,189,1,0.7286008581814282,0.9188385859702551,10000,50
110,560320000.0,COMPLETE,,,0.9294088682603571,0.005314194025394702,560320000.0,2888875.2136428463,0.1909409236291585,0.004502889663626333,637,6,0.04808654838727729,298,1,0.7303616694146168,0.5419991247846935,10000,50
111,561120000.0,COMPLETE,,,0.9315898883833228,0.0048462094124741084,561120000.0,1567673.435381234,0.18800676599770308,0.0045882370901589335,586,8,0.05592949083511386,184,1,0.709747036504531,0.9136951023770364,10000,50
112,560320000.0,COMPLETE,,,0.9301077353506084,0.005306046439091604,560320000.0,3490787.8766834284,0.19034887372061418,0.004594983978706689,594,8,0.058022032636916895,179,1,0.7512573589689728,0.9142696826990506,10000,50
113,561280000.0,COMPLETE,,,0.9323427135229032,0.0043908849486546326,561280000.0,1933287.3557751316,0.18719806399863517,0.004489867833444514,527,7,0.041061151721448225,137,1,0.7083084077399584,0.903538458582509,10000,50
114,560000000.0,COMPLETE,,,0.9282520997691182,0.004853143940632407,560000000.0,2629068.2760247975,0.19391306918832704,0.004053676235987623,551,7,0.05140098725652554,134,1,0.6812678641259307,0.8859843046666308,10000,50
115,559040000.0,COMPLETE,,,0.9277831822501609,0.005642740373938692,559040000.0,3135346.870762468,0.19208614772079652,0.00536335405742801,570,8,0.040649565759037914,1372,1,0.7156006443933148,0.9519027154090957,10000,50
116,558080000.0,COMPLETE,,,0.9157716181802096,0.0053675942274441675,558080000.0,3060980.2351534385,0.26865425384594654,0.0013318676753396024,509,7,0.022281235909828355,258,0,0.7388442481178917,0.9649596975376692,10000,50
117,562240000.0,COMPLETE,,,0.9337123841904438,0.005106424698677847,562240000.0,3409164.1204260024,0.1854037762459393,0.005227311786645375,608,8,0.0362757668208282,185,1,0.7027760333499063,0.901659705940504,10000,50
118,559520000.0,COMPLETE,,,0.9295197904844714,0.004892955175378797,559520000.0,2932848.444771738,0.19077937091681116,0.004423629128783842,411,9,0.03611690833887715,123,1,0.7282352253108878,0.8631226634170598,10000,50
119,560640000.0,COMPLETE,,,0.930425433343449,0.004834485529512828,560640000.0,2696367.927416435,0.19040624211328136,0.004320002580937667,471,7,0.031064743871664916,100,0,0.6889240607162331,0.8529922418933339,10000,50
120,560960000.0,COMPLETE,,,0.9311613252446996,0.0048864798668774466,560960000.0,2340598.214132447,0.18892596104860235,0.0043533888454163495,528,9,0.040655340421705384,217,1,0.7974063588666126,0.9007597657978209,10000,50
121,560160000.0,COMPLETE,,,0.931620406264537,0.004698026200928759,560160000.0,3052605.444534226,0.18807084375682498,0.004228722218463178,589,8,0.0442925485836823,178,1,0.7008807853866093,0.9169799891423434,10000,50
122,561120000.0,COMPLETE,,,0.9307790716589912,0.004571446449893373,561120000.0,2405327.4205396655,0.18905916313463025,0.004278002121104747,635,8,0.04884077706319643,161,1,0.7059260906014487,0.8925062871333308,10000,50
123,560800000.0,COMPLETE,,,0.9317862568696151,0.005295858802898744,560800000.0,2023857.7025077627,0.18764840082231327,0.005038639172328833,506,8,0.0543422730162699,269,1,0.6787204993958666,0.9360557129707395,10000,50
124,561600000.0,COMPLETE,,,0.932559953652395,0.004907193532820774,561600000.0,2579922.4794555358,0.1868184637918619,0.0045528253354265216,612,8,0.027337940319366306,197,1,0.7662641219289457,0.8714274548888463,10000,50
125,560000000.0,COMPLETE,,,0.9309315469083999,0.0054060273622345565,560000000.0,2906544.339933592,0.18898082141112146,0.004873499662940962,451,7,0.036320831280211234,302,1,0.7642289834064236,0.8731205185844786,10000,50
126,557600000.0,COMPLETE,,,0.908412394749935,0.005038650221240863,557600000.0,2426520.142096496,0.3177954543752193,0.0005121340520594757,712,9,0.02440038294198571,344,1,0.7451687479269811,0.9757530319956166,10000,50
