trial_number,value,state,best_iter,duration_minutes,auc,auc_std,gain,gain_std,logloss,logloss_std,num_leaves,max_depth,learning_rate,min_data_in_leaf,min_gain_to_split,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
27,1100320000.0,COMPLETE,,,0.9961512611145243,0.00047718800717105783,1100320000.0,1299846.1447417536,0.04192255339749294,0.0022418664256371856,130,11,0.13815470355059625,986,4,0.7099921099999543,0.832914790967626,10000,50
28,1087200000.0,COMPLETE,,,0.9916761974005899,0.0014809265260322954,1087200000.0,4826593.001279474,0.25168986130682053,0.0008352030308995894,646,7,0.010466803333563094,837,4,0.5671946488494102,0.502341137197837,10000,50
29,1100480000.0,COMPLETE,,,0.9963062032220631,0.0004939614239791075,1100320000.0,1647300.8225579201,0.04116176284913504,0.002423610383543454,67,12,0.0799866191731501,1822,1,0.660696551198554,0.5021541166337871,10000,50
30,1100960000.0,COMPLETE,,,0.9960284082683643,0.0005392526532317241,1100960000.0,320000.0,0.04340366720886758,0.002477858597437806,1109,5,0.26250265389375743,1950,2,0.776762075300017,0.8852549834025644,10000,50
31,1101120000.0,COMPLETE,,,0.9960666787989076,0.0005220832754849874,1101120000.0,960000.0,0.042584027645699074,0.002470389008634257,488,5,0.2095357538474879,1598,2,0.9950374713863568,0.7166328606369857,10000,50
32,1101440000.0,COMPLETE,,,0.9959343756003726,0.000520671288669258,1101440000.0,320000.0,0.043715412235939846,0.0025567946631966567,1168,5,0.11263981836470809,1243,2,0.9849565714217374,0.9987209131462604,10000,50
33,1101280000.0,COMPLETE,,,0.9960865066943801,0.0005108087546727737,1101280000.0,640000.0,0.04269259058781387,0.0024624119692014516,1166,5,0.10854590958869714,1252,2,0.8868337593179769,0.9874130610511194,10000,50
34,1101440000.0,COMPLETE,,,0.9958895485678919,0.0005414407333218324,1101440000.0,320000.0,0.04422145679164314,0.002642335570595143,1181,5,0.11283022159433109,1247,3,0.959753633457661,0.9979031195182235,10000,50
35,1101280000.0,COMPLETE,,,0.9961675815879927,0.0004601350317904348,1101280000.0,640000.0,0.0419036864015794,0.0023396157937774853,1090,4,0.20478374467746416,1157,3,0.9545721691950237,0.9258077960872219,10000,50
36,1101280000.0,COMPLETE,,,0.9959596005506116,0.0005207433706034835,1101280000.0,640000.0,0.04376977283237668,0.0024301012691360963,1018,6,0.12759294020885578,1368,3,0.8852237057179535,0.9978553447667806,10000,50
37,1101280000.0,COMPLETE,,,0.996091518638961,0.0005431569299304765,1101280000.0,640000.0,0.04269776182696991,0.002633833677136312,1178,4,0.18747715534983392,1360,3,0.966746283758711,0.9535251238531525,10000,50
38,1100960000.0,COMPLETE,,,0.9959658724286855,0.0005244606791271069,1100960000.0,598665.1818838306,0.04424336920550105,0.0024329282499138565,868,6,0.11051686847115312,1614,2,0.91129256061678,0.8915008265110809,10000,50
39,1100960000.0,COMPLETE,,,0.9959060215440598,0.0005224751750929519,1100960000.0,598665.1818838306,0.043748125619226245,0.0025623404678101302,960,5,0.29038059892295753,1155,3,0.9922153401852459,0.9590470709033179,10000,50
40,1101120000.0,COMPLETE,,,0.9958076314963289,0.0005674714843263455,1101120000.0,391918.3588453085,0.04454844123961558,0.002639586566217922,1054,4,0.16298723356013214,1373,2,0.9521775217632176,0.8967381175039091,10000,50
41,1101280000.0,COMPLETE,,,0.9960378793098947,0.00048295806116539357,1101280000.0,391918.3588453085,0.04290511143952852,0.0023909366125139035,1195,5,0.10987810353832825,1237,2,0.9008933871143603,0.9939657635203542,10000,50
42,1101280000.0,COMPLETE,,,0.9961922470999236,0.0004968098572642759,1101280000.0,640000.0,0.04180562519513459,0.002478850238864542,1137,4,0.09360565112047545,1176,3,0.9337702258584076,0.9745137239830844,10000,50
43,1101120000.0,COMPLETE,,,0.9958638648782564,0.0005409128754012627,1101120000.0,391918.3588453085,0.045014173471820615,0.0023846161273772806,734,5,0.1261731109277454,1535,2,0.8955570607289762,0.9438820376178735,10000,50
44,1100960000.0,COMPLETE,,,0.9961141491709637,0.000513891507070515,1100960000.0,1280000.0,0.04237134451835538,0.0023960749297863774,966,6,0.24180617097626314,1682,3,0.8722964490930991,0.9111122638903297,10000,50
45,1101280000.0,COMPLETE,,,0.9961114072145405,0.00045945300306814857,1101280000.0,640000.0,0.042591894885510496,0.0022966535811803127,836,8,0.17359834814546207,1332,2,0.9682084512851898,0.9686924091935059,10000,50
46,1100960000.0,COMPLETE,,,0.996126782643473,0.0005064439943912591,1100960000.0,932952.3031752481,0.042261580114831776,0.0024190515865732624,1143,6,0.06175986061931019,1426,3,0.9334776711017007,0.864733778978755,10000,50
47,1100960000.0,COMPLETE,,,0.9962128978203495,0.0004581968405893928,1100960000.0,932952.3031752481,0.04192099089542445,0.002256940721316762,1074,9,0.04931372100261825,1108,2,0.758950221121038,0.9977395089670402,10000,50
48,1101120000.0,COMPLETE,,,0.9962045858593855,0.0005184771033975983,1101120000.0,960000.0,0.04134134107005678,0.0025551000300467258,924,7,0.14185667096808308,1259,1,0.9198717177496396,0.9419775203100442,10000,50
49,1101120000.0,COMPLETE,,,0.996103705927539,0.0005025616409293869,1101120000.0,640000.0,0.042610845818143867,0.0024452344853883416,1045,5,0.09104643089142082,1553,3,0.8301770121128946,0.9754571338541961,10000,50
50,1100800000.0,COMPLETE,,,0.9960416623602455,0.0005750885761942641,1100800000.0,1011928.8512538814,0.043201755571210046,0.002569533957412602,775,9,0.23293436586286628,1724,2,0.8673799639124512,0.9107316860296437,10000,50
51,1101120000.0,COMPLETE,,,0.9960700452447291,0.0004777134280467644,1101120000.0,640000.0,0.042807097858840897,0.0023646386448625033,1112,4,0.1836353263919813,1202,3,0.9484333222090102,0.9251384036275525,10000,50
52,1101120000.0,COMPLETE,,,0.9958847415139072,0.000511871756430191,1101120000.0,391918.3588453085,0.04389401275321891,0.0025758655644241494,1190,4,0.21161430316006577,1300,3,0.9988912653037126,0.9547877463743148,10000,50
53,1101280000.0,COMPLETE,,,0.9959687750350159,0.0005178269460838172,1101280000.0,640000.0,0.04331685137772297,0.0025396889200515736,1016,5,0.11858370734623885,1057,4,0.9715241461228391,0.9328710832516884,10000,50
54,1100480000.0,COMPLETE,,,0.9959788742160083,0.0005277210006464001,1100480000.0,391918.3588453085,0.04358419880958041,0.0024933513743123172,1095,4,0.15945458961071593,1408,3,0.6844055833406902,0.8720052889936385,10000,50
55,1101440000.0,COMPLETE,,,0.9962327402779826,0.0004709577372135326,1101440000.0,320000.0,0.0415284575322158,0.002337307046562704,1150,6,0.09769409448851489,1126,2,0.9541919394625108,0.9813021299498941,10000,50
56,1101120000.0,COMPLETE,,,0.9960496808685422,0.00048312583669465664,1101120000.0,640000.0,0.0431378087708789,0.002417047910505865,1161,6,0.09777075400989997,924,2,0.9173241725567137,0.9793853523640039,10000,50
57,1101120000.0,COMPLETE,,,0.9963049439275664,0.0005092964635882981,1101120000.0,960000.0,0.041032941089109196,0.00256069378059599,1020,7,0.07804317022270756,778,1,0.9798088373194411,0.999519882843006,10000,50
58,1101440000.0,COMPLETE,,,0.9960581212891366,0.0005153734523890422,1101440000.0,320000.0,0.04260349775379661,0.002498744375198482,1141,6,0.1481921112764945,946,2,0.9564481986515293,0.9635669776237991,10000,50
59,1101280000.0,COMPLETE,,,0.9962339399356571,0.0005005784590833064,1101280000.0,640000.0,0.041315777325862044,0.0025578866653342695,391,8,0.15008401037214172,942,1,0.9463087525038293,0.9619711689834993,10000,50
60,1101280000.0,COMPLETE,,,0.996201833024044,0.0004603365186183444,1101280000.0,640000.0,0.04177613034325038,0.0023331363498487684,885,7,0.06920609016296385,832,2,0.961100144663973,0.9056844476746677,10000,50
61,1101440000.0,COMPLETE,,,0.9960169457326771,0.000496616145742259,1101440000.0,320000.0,0.04324258114969949,0.0024679277500958565,1133,6,0.12313362515492615,1074,2,0.9806745860830499,0.9852547115142828,10000,50
62,1101440000.0,COMPLETE,,,0.9960071600897378,0.000517914925169972,1101440000.0,320000.0,0.04304834333818107,0.002560752316738531,1130,6,0.12185627810052475,1112,2,0.9774946730440955,0.9437568898697264,10000,50
63,1101280000.0,COMPLETE,,,0.9959668157241726,0.0005106896817854654,1101280000.0,391918.3588453085,0.04392832336780912,0.0024752719162123267,1124,6,0.08659081197212608,1104,2,0.9839689378281429,0.9436808374578143,10000,50
64,1101280000.0,COMPLETE,,,0.9960206212017944,0.0004949264291537897,1101280000.0,640000.0,0.04324043994748032,0.002470350136672855,1199,6,0.12160606664183125,1011,2,0.9433220660397235,0.9766045174708716,10000,50
65,1101280000.0,COMPLETE,,,0.9959131473256733,0.0005170164277347479,1101280000.0,391918.3588453085,0.04439895800015577,0.0024401218143655944,1057,6,0.10079114320823974,881,2,0.9315194055832019,0.9571284325862696,10000,50
66,1101120000.0,COMPLETE,,,0.9959407684016028,0.0005169028008087271,1101120000.0,640000.0,0.04347556733802763,0.0025668189055064374,928,5,0.13145108974389655,736,2,0.9962401433224567,0.976514384694364,10000,50
67,1101120000.0,COMPLETE,,,0.9962698421069633,0.0004356220763603483,1101120000.0,960000.0,0.04140945725252658,0.0022147905975872565,1139,7,0.07144775558257473,982,1,0.7482645533337892,0.803646554132255,10000,50
68,1101120000.0,COMPLETE,,,0.9962985552544185,0.0005397106614485893,1101120000.0,960000.0,0.04114340656042269,0.0025403347260315643,991,6,0.14300355634577225,661,2,0.6058741110019458,0.9374349961757389,10000,50
69,1101440000.0,COMPLETE,,,0.9960283036162748,0.0005215111182783891,1101440000.0,320000.0,0.042805942611981965,0.002554813709348695,1089,5,0.11682788990545574,1093,1,0.9800701580613946,0.9211370508255003,10000,50
